name,link,edition,author,release,ratings,rating_counts,price,genres
Modern Indian History UPSC Civil Services Exam | Modern Indian History Book (English 1st Edition) for State PCS Exams By StudyIQ Publications,/History-Services-English-StudyIQ-Publications/dp/B0BLYQ11ZB,,by StudyIQ Publications , 9 November 2022,4.4,29  ,699,
Under the Ocean - Lift The Flap Book with Bright and Colourful Pictures- Early Learning Book for Children Age 3-6 Years,/Under-Ocean-Colourful-Pictures-Learning/dp/819516322X,,by Dreamland Publications  , 10 August 2021,4.6,361  ,200,
The Richest Man in Babylon,/Richest-Man-Babylon-George-Clason/dp/9388144317,,by George S. Clason  , 1 August 2018,4.5,"33,278  ",149,in Urban & Regional
Colouring Books Super Boxset: Pack of 6 Crayon Copy Colour Books for Kids,/Colouring-Books-Creative-Crayons-Super/dp/9387779815,,by Wonder House Books  , 1 January 2018,4.4,"1,551  ",299,
"Writing Practice Books for Kids | 3 to 5 Years Old Children | Learn and Practice ABC Capital Letters, Small Letters, Number 1-100, Pattern Writing (Set of 4 Books) - LKG",/Writing-Children-Practice-Capital-Letters/dp/9391129889,,by Maple Press  , 1 July 2021,4.4,534  ,295,
Mission CHO 2.0 Book /Community Health Officer Guide/Best book for CHO Exams/Staff Nurse Book/Coloured HINDI 2022,/Mission-Community-Health-Officer-Coloured/dp/B0BLHLPBH7,Hindi Edition , by ML SAINI and LR SOLANKI , 1 January 2022,5.0,3  ,675,
Christmas Activity Book For Children - Festive Fun,/Christmas-Activity-Book-Children-Festive/dp/935440619X,,by Wonder House Books , 1 December 2022,5.0,2  ,899,
All set to Read-A Phonic Reader-Level 1- PHONICS READERS- 6 books in a Box: Box set,/PHONIC-READER-LEVEL-1/dp/9384625760,,by Om Books Editorial Team  , 1 January 2016,4.5,"2,330  ",750,in Readers
BRAIN GAMES FOR CLEVER KIDS,/Brain-Games-Clever-Kids-Buster/dp/1780552491,,by Gareth Moore , 12 October 2016,4.3,"9,538  ",295,
"108 Ramayana Stories for Children (Illustrated) - Story Book for Kids -  Epic of India - Bedtime Stories - 4 Years to 10 Years Old - English Short Stories for Children -  Read Aloud to Infants, Toddlers",/Ramayana-Stories-Children-Illustrated-Story/dp/9391924980,,by Maple Press  , 9 June 2022,4.2,28  ,150,
Unusual Tales from indian Mythology: Sudha Murty’s bestselling series of Unusual Tales from Indian Mythology| 5 books in 1 boxset,/Unusual-Tales-Indian-Mythology-bestselling/dp/0143458000,,by Sudha Murty , 16 May 2022,4.7,46  ,"1,099",
SSC CGL 2020 tier-1 maths : ASPIRANT,/SSC-CGL-2020-tier-1-maths-ebook/dp/B09J2TFB9H,,by Sanjay Sharma , 8 October 2021,5.0,4  ,0,
Chakshu MP Patwari (Karyapalik) Bharti Pariksha Exam 2023 Complete Study Guide Book With Solved Papers,/Chakshu-Patwari-Karyapalik-Pariksha-Complete/dp/B0BNLB8Y8Y,Hindi Edition , by SRR Publication , 1 January 2022,3.0,2  ,499,
SHIKSHAK ABHIYOGYATA,/SHIKSHAK-ABHIYOGYATA-AJAY-PATEL/dp/B0B973YQ7Y,Gujarati Edition ," by AJAY PATEL, SANJAY PAGHDAL, et al. ", 9 August 2022,4.5,96  ,350,in Gujarat Public Service Commission (GPSC)
"Rays Of Ink Motivational Quote Coloring Book for Adults | Ideal For Stress Relieving, Relaxing & Meditation | 120 GSM Thick Paper (ROI - 001)",/Motivational-Coloring-Relieving-Relaxing-Meditation/dp/B09J1N44Y3,,by Rays Of Ink , 1 January 2021,4.5,129  ,299,
You Only Live Once: One for Passion Two for Love Three for Friendship,/You-Only-Live-Once-Friendship/dp/0143453580,,by Stuti Changle  , 31 January 2021,4.4,"3,027  ",250,
Dastavez(Love Letters of Amrita -Imroz),/Dastavez-Love-Letters-Amrita-Imroz/dp/8180590682,Hindi Edition , by Ed Imroz , 1 January 2012,4.5,212  ,300,
"Warren Buffett Yanche Guntavanuk Mantra Book; Intelligent Investment of money Books in Marathi, वॉरन बफे मराठी पुस्तक, वॉरेन, Investor Psychology",/Warren-Buffett-Guntavanuk-Investment-Marathi/dp/9352203429,Marathi Edition , by Pradeep Thakur and Sudhir Rashingkar , 15 December 2021,4.5,112  ,220,
"Indian Polity for UPSC (1st Edition) by Study IQ | Indian Polity Book for UPSC CSE, State PCS & Other Govt. Exams",/Indian-Polity-Study-State-Other/dp/B0BGH1F7Q6,,by StudyIQ Publications , 25 September 2022,4.4,79  ,849,
My First Shaped Board Book: Illustrated Lord Shiva Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),/First-Shaped-Board-Book-Illustrated/dp/9354401597,,,,4.5,31  ,125,
Angel's 6666 English MCQs Book,/Angels-6666-English-MCQs-Book/dp/B0925HN1C8,,by Pro. Kishan Rathod , 1 January 2021,4.3,33  ,620,
"Garbha Sanskar Book ""Garbhavastha 90"" World's First book explaining and practicalizing 90 spiritual and psychological activities during/before pregnancy. (G90_GUJARATI)",/Garbhavastha-explaining-practicalizing-psychological-G90_GUJARATI/dp/B0BDL5RHL1,Gujarati Edition ," by Ashish A Bhalani, Virendra V Vaishnav, et al. ", 3 June 2022,5.0,3  ,"2,999",
SSC CGL Tier 2 Computer Knowledge Book Hindi Medium,/Tier-Computer-Knowledge-Hindi-Medium/dp/B0BP77LJG4,Hindi Edition , by Pinnacle Publications , 5 December 2022,,,460,
Zen Sangam Mandala Young Adults Colouring Book : Experts (Level 5),/Sangam-Mandala-Young-Adults-Colouring/dp/B07VHS6FRC,,,,4.4,"1,377  ",200,
ROOT WORD BOOK Word Power,/Word-Power-Manisha-Bansal/dp/B07C4ZQ7FT,,by Manisha Bansal , 14 October 2018,4.3,"1,144  ",350,in Uttar Pradesh (UPSSC)
"One Day, Life Will Change: A story of love and inspiration to win life when it hits you hard . . .",/One-Day-Life-Will-Change/dp/9389717841,,by Saranya Umakanthan  , 1 March 2020,4.4,"2,074  ",199,in Reincarnation
"Panchatantra Story (Hindi) (Set of 5 Books) - Colourful Story Books for Kids - Animal tales from Ancient India - The Turtle and the Swan, The Monkey ... The Friendly Rats, The Pigeons and the Rats",/Panchatantra-Story-Hindi-Set-Books/dp/9390292549,Hindi Edition , by Maple Press  , 1 January 2020,4.4,208  ,275,
Copy Colour - Fruits,/Copy-Colour-Fruits-Books/dp/1730174841,,by Dreamland Publications , 1 January 2011,4.3,"3,434  ",80,
I Am Born To Be A Unicorn Coloring book - Giant book Series: Jumbo Sized Colouring Book For Children,/Born-Unicorn-Coloring-book-Colouring/dp/9390183588,,by Wonder House Books  , 1 January 2020,4.5,730  ,199,
"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book)",/Nature-Garden-Forest-Colouring-Adults/dp/938653858X,,by Wonder House Books  , 1 January 2018,4.5,"1,992  ",250,in Gardening Encyclopedias
Practice Sets Book for SSC CGL Tier 2 | Based on New Pattern | Full-length Practice Sets with detailed Solutions | Oliveboard,/Practice-Full-length-detailed-Solutions-Oliveboard/dp/B0BJTY5RN2,,by Oliveboard , 19 October 2022,3.7,7  ,899,
"Hindi Sulekh Writing Books (Set of 4 Books) - Practice Words and Sentences (Maatra Gyan, Sayukt Akshar Gyan, Shabd Gyan, Vaakya Gyan)",/Hindi-Sulekh-Set-Workbooks-Maatra/dp/9391924107,Hindi Edition , by Maple Press , 1 December 2021,4.1,45  ,310,
Law Fighter General Knowledge Minor Act for Uppcs J Pre Exam Book Tips and Mcq in English,/Fighter-General-Knowledge-Minor-English/dp/B0BR4BZP2M,,by A.N.Singh , 1 January 2022,,,150,
CSR (Competiton Success Review) Year Book 2023,/Competiton-Success-Review-Year-Book/dp/938417582X,,by Competiton Success Review , 1 January 2022,,,425,
Word Search Activity Book for Kids,/Word-Search-Activity-Book-Kids/dp/9391924379,,by Maple Press , 1 October 2021,4.6,94  ,125,
"International English Olympiad (IEO) Work Book for Class 3 - MCQs, Previous Years Solved Paper and Achievers Section - Olympiad Books For 2022-2023 Exam",/International-English-Olympiad-Work-Class/dp/9355551983,,by ZARRIN ALI KHAN , 5 April 2022,4.4,134  ,99,
Moral Story Books for Kids in Hindi (Pack of 10 Books) | 160 Total Pages | Big Colourful Pictures,/Moral-Story-Books-Colourful-Pictures/dp/B09X5VFL58,Hindi Edition , by Shanti , 1 January 2012,5.0,1  ,300,
Majestic Animals: Colouring books for Adults with tear out sheets,/Majestic-Animals-Colouring-Adults-Sheets/dp/9386538598,,by Wonder House Books  , 1 January 2018,4.6,"1,335  ",249,
"National Science Olympiad (NSO) Work Book for Class 3 - Quick Recap, MCQs, Previous Years Solved Paper and Achievers Section - Olympiad Books For 2022-2023 Exam",/National-Science-Olympiad-Work-Class/dp/935555219X,,by ANIL AHLAWAT , 5 April 2022,4.4,138  ,99,
365 Colouring Book for Kids - Painting and Drawing,/365-Colouring-Book-Kids-Painting/dp/8195041280,,by Converge Kids , 1 January 2021,4.6,211  ,345,
"Sapno Ke Pankh – Choti Si Asha Short Hindi Bedtime Moral Story Books for 3-10 Years Old Children with Activity,Coloring Games - Sonalika Publications",/Sapno-Ke-Pankh-Children-Publications/dp/8195526993,Hindi Edition ," by Surbhi Mittal, Abhay Sahare, et al. ", 1 January 2022,3.9,9  ,150,
Seek And Find - Home : Early Learning Board Books With Tabs,/Seek-Find-Early-Learning-Board/dp/9389432383,,by Wonder House Books  , 1 January 2019,4.5,791  ,299,
Makadjaal: Tilism Social Media Ka (Hindi Edition),/Makadjaal-Tilism-Social-Media-Hindi-ebook/dp/B0BRCKRRP5,Hindi Edition , by Dr. Manish  Shrivastava , 29 December 2022,5.0,1  ,0,
Be Your Own Sunshine: Towards a Better Tomorrow | Collection of 4 Bestselling works by James Allen,/Your-Own-Sunshine-James-Allen/dp/9387022854,,by James Allen  , 10 February 2020,4.3,"2,187  ",175,in Emotional Self Help
Rescue Book (રેસ્ક્યુ બુક) - Dr. Nimitt Oza,/Rescue-Book-%E0%AA%B0%E0%AB%87%E0%AA%B8%E0%AB%8D%E0%AA%95%E0%AB%8D%E0%AA%AF%E0%AB%81-%E0%AA%AC%E0%AB%81%E0%AA%95-Nimitt/dp/9392592361,,by Dr. Nimitt Oza , 31 October 2022,4.6,3  ,300,
Doodle Coloring For Kids - Pink Edition,/Doodle-Coloring-Girls-Books/dp/9389432693,,by Wonder House Books  , 20 August 2019,4.5,"2,202  ",125,
"Rays Of Ink Mandala Coloring Book For Adults | Ideal For Stress Relieving, Relaxing & Meditation | 120 GSM Thick Paper",/Mandala-Coloring-Relieving-Relaxing-Meditation/dp/B09C2NSYVT,,by Rays Of Ink , 1 January 2021,4.4,113  ,299,
इंग्रजी व्याकरण व शब्द संग्रह (English grammar by Sachin Jadhavar),/%E0%A4%87%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%9C%E0%A5%80-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%95%E0%A4%B0%E0%A4%A3-English-grammar-Jadhavar/dp/8194938325,Marathi Edition , by Sachin Jadhavar (STI) , 30 September 2022,4.3,205  ,510,
Ride A Unicorn and Chase The Rainbow - Sticker Coloring Book With 100+ Stickers: Fun Activity Book For Children,/Ride-Unicorn-Chase-Rainbow-Coloring/dp/9390183618,,by Wonder House Books  , 1 January 2020,4.5,311  ,225,
"Bestseller Amish Tripathi - (Perfect Paperback) War of Lanka, Book 4",/Bestseller-Amish-Tripathi-Perfect-Paperback/dp/B0BPR59RMM,Scandinavian Edition , by Amish Tripathi , 1 January 2022,,,499,
Stem Activity Book - Maths,/STEM-Activity-Book-Dreamland-Publications/dp/938717798X,,by Dreamland Publications , 1 February 2019,4.3,357  ,180,
Brilliant Brain Activity Book 6+,/Brilliant-Brain-Activity-Book-6/dp/9389281040,,by Dreamland Publications  , 1 January 2020,4.5,"1,064  ",250,
அவனுக்கு அவள் அழகே (Tamil Edition),/%E0%AE%85%E0%AE%B5%E0%AE%A9%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81-%E0%AE%85%E0%AE%B5%E0%AE%B3%E0%AF%8D-%E0%AE%85%E0%AE%B4%E0%AE%95%E0%AF%87-Tamil-%E0%AE%87%E0%AE%B5%E0%AE%B3%E0%AF%8D-ebook/dp/B0BR1BZBZJ,Tamil Edition , by இவள் நிலா  , 23 December 2022,4.7,8  ,0,
"ramayan book in hindi geeta press gorakhpur Pack of 1 , ramcharitmanas geeta press gorakhpur hindi by Tulsidas with hindi meaning , Tulsidas Krit Ramcharitmanas,Code-81,(Hardcover, Hindi, Pack of 1",/gorakhpur-ramcharitmanas-Tulsidas-Ramcharitmanas-Hardcover/dp/B09BD6P7M3,Hindi Edition , by Gita Press Gorakhpur , 1 January 2021,4.7,197  ,380,
101 Pencil Control Activity Book For Kids: Tracing Practise Book Age 2+,/Pencil-Control-Activity-Book-Kids/dp/9354405118,,by Wonder House Books , 28 February 2022,4.5,88  ,250,
Fashion- Colouring Book for Adults: Adult Colouring Book for Peace & Relaxation,/Fashion-Adult-Colouring-Peace-Relaxation/dp/9386671999,,by Dreamland Publications , 1 January 2021,4.5,"1,070  ",160,
"ZOQWEID Magic Practice Copybook, (4 BOOK + 2 pen + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool (SIZE- 19*13 CM)",/Practice-Copybook-Preschoolers-Calligraphy-Practical/dp/B095SRNMF4,,by ZOQWEID , 8 August 2022,4.3,"1,517  ",699,
The Big Four: A Hercule Poirot Mystery (Hercule Poirot series Book 5),/Big-Four-Hercule-Poirot-Mystery-ebook/dp/B0BP8GB2CQ,,by Agatha Christie  , 1 January 2023,4.3,"1,910  ",349,
Shiksha aur Netratva par Drishtikon for KVS CHAMP PRT/ TGT/ PGT Teachers Recruitment Exam (Bilingual Hindi Edition) | Perspective on Education and Leadership Hindi Edition | Part III |,/Drishtikon-Recruitment-Bilingual-Perspective-Leadership/dp/9395985666,,by Deepak Himanshu , 23 December 2022,,,260,
Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi),/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669,Hindi Edition , by Joseph Murphy  , 1 December 2017,4.4,"11,920  ",150,
SCHOLASTIC INDIA YEAR BOOK 2023,/SCHOLASTIC-INDIA-YEAR-BOOK-2023/dp/9354714080,,"by Various and Charbak Dipta and Bajrang Munda Priya Kuriyan, Deepali Masand ", 13 October 2022,4.8,6  ,350,
SNEHAM KAMAM BHRANTHU,/SNEHAM-KAMAM-BHRANTHU-JOSEPH-ANNAMKUTTY/dp/B0BPSY5J8T,Malayalam Edition , by JOSEPH ANNAMKUTTY JOSE , 11 December 2022,3.0,2  ,350,
SSC Maths 6800 TCS MCQ Chapter wise Hindi medium 3rd edition,/Maths-6800-Chapter-Hindi-medium/dp/B0B97W8YDL,Hindi Edition , by Pinnacle Publications , 14 August 2022,3.9,82  ,720,
"My First Fun Activity Boxset of 4 Books: Spot the Difference, Mazes, Word Search & Dot to Dot",/My-First-Fun-Activity-Boxset/dp/9389717558,,by Wonder House Books  , 1 January 2020,4.5,713  ,549,
SERENE - Art for Relaxing | Colouring book for adults | Adult colouring book with positive affirmations for peace & relaxation | Anti-stress therapy for busy people | Refreshing mindfulness mandala art,/SERENE-affirmations-relaxation-Anti-stress-mindfulness/dp/B0BBN9NQMX,,by Asit Bhaskar Satm , 1 January 2022,,,486,
"Writing Practice Books for Kids (Set of 4 Books) - Learn and Practice - Pattern Writing, Numbers 1-20, ABC Capital Letters, Small Letters - 3 Years to 5 Years Old Children - LKG",/Writing-Books-Kids-Set-Practice/dp/9391924344,,by Maple Press , 1 December 2021,4.3,213  ,200,
How Animals Make Sound - French English Bilingual Book For Kids: A Cute Short Storybook About Fun Animal,/How-Animals-Make-Sound-Bilingual-ebook/dp/B0BQWTTT43,,by ModernKids LearningPress  , 21 December 2022,,,0,
Magic,/Magic-Rhonda-Byrne/dp/1849838399,,by Rhonda Byrne  , 1 January 2012,4.6,"14,784  ",499,
Navneet scholarship exam book 1 std 8 high school scholarship std 8 class viii maharashtra board,/Navneet-scholarship-school-class-maharashtra/dp/B09K6B6WSQ,,by navneet , 1 January 2022,,,,
Speed Writing In Improved Handwriting - Cursive writing - Book B (For Age 9+ Years) - Cursive handwriting practice book,/Speed-Writing-Improved-Handwriting-handwriting/dp/B07BY3S3BR,1 January 2018,4.3,853  ,265.0,,,
TSPSC Group IV General Studies And Secretarial Ability Both Paper I And II Set Of 3 Books ( English MEDIUM YES & YES TEAM OF EXPERTS),/General-Studies-Secretarial-Ability-English/dp/B0BQJWDYRD,,by YES & YES TEAM OF EXPERTS , 1 January 2022,,,999,
TSPSC GROUP IV EXAMS GENERAL STUDIES SET OF 4 BOOKS,/TSPSC-GROUP-EXAMS-GENERAL-STUDIES/dp/B0BPGTBJ66,,by WINNERS EXPERT , 1 January 2022,3.0,2  ,999,
101 Sight Words And Sentence (With 400+ Sentences To Read): Activity Book For Children,/Sight-Words-Sentence-Sentences-Read/dp/9354402879,,by Wonder House Books , 12 August 2021,4.3,211  ,250,
365 Maths Activity Book for Age 6+,/365-Maths-Activity-Dreamland-Publications/dp/9350891212,,by Dreamland Publications , 1 January 2017,4.5,"3,737  ",250,
Learn with Adi Children Book | Morning to Evening Conversation | English Connection,/Children-Morning-Evening-Conversation-Connection/dp/9394200258,,by Adwita Keshari , 18 July 2022,3.9,711  ,199,
"Master English Pronunciation Like A Pro: The 32 Complete Pronunciation Lessons, Rules And Guides With Clear Explanations So You Can Speak English Like ... and Intonation Like A Pro Book 1)",/Master-English-Pronunciation-Like-Pro-ebook/dp/B0BR2G8RQY,,"by Matthew  Roberts  , Anna  Brown , et al. ", 24 December 2022,4.8,15  ,0,
class 2 grade 2 Mathematics practice workbook| cbse/icse book|question papers| mental math |mixed word problems|dodging of tables|chapterwise worksheets|textbook by mathsninjas bookland,/Mathematics-practice-chapterwise-worksheets-mathsninjas/dp/B0992JZKH2,,by Meenakkshi , 1 January 2021,4.6,57  ,600,in Workbooks
Attitude Is Everything: Change Your Attitude ... Change Your Life!,/Attitude-Everything-Change-Your-Life/dp/9351772071,French Edition , by Jeff Keller  , 15 May 2015,4.5,"21,107  ",225,
