name,link,genres,image,rank,author,author_link,ratings,counts,reviews
Diary of a Wimpy Kid: Big Shot (Book 16),https://www.amazon.in/Diary-Wimpy-Kid-Book-16/dp/024145414X/ref=zg_bs_1318073031_sccl_8/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/916RvFkf7JL._AC_UL300_SR300,200_.jpg",38,Jeff Kinney,https://www.amazon.in/Jeff-Kinney/e/B001J93AUI/ref=zg_bs_1318073031_bl_sccl_8/000-0000000-0000000,4.7 out of 5 stars,"5,788",https://www.amazon.in/product-reviews/024145414X/ref=zg_bs_1318073031_cr_sccl_8/000-0000000-0000000
Colour With Crayons Book 1 for Kids Age 1 -6 Years - Drawing and Colouring Book for Early Learners,https://www.amazon.in/Colour-Crayons-Part-Dreamland-Publications/dp/1730175066/ref=zg_bs_1318073031_sccl_9/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81GEhSSrjKL._AC_UL300_SR300,200_.jpg",39,Dreamland Publications,,4.2 out of 5 stars,"7,007",https://www.amazon.in/product-reviews/1730175066/ref=zg_bs_1318073031_cr_sccl_9/000-0000000-0000000
The Girl Who Drank the Moon,https://www.amazon.in/Girl-Who-Drank-Moon/dp/1848126476/ref=zg_bs_1318073031_sccl_10/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/51CmZgnxeXL._AC_UL300_SR300,200_.jpg",40,Kelly Barnhill,https://www.amazon.in/Kelly-Barnhill/e/B001JRVGH4/ref=zg_bs_1318073031_bl_sccl_10/000-0000000-0000000,4.5 out of 5 stars,"19,730",https://www.amazon.in/product-reviews/1848126476/ref=zg_bs_1318073031_cr_sccl_10/000-0000000-0000000
"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustr",https://www.amazon.in/All-Time-Favourites-Children-award-winning-Illustrated/dp/0143451936/ref=zg_bs_1318073031_sccl_11/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61LKSnYQjFL._AC_UL300_SR300,200_.jpg",41,Ruskin Bond,https://www.amazon.in/Ruskin-Bond/e/B01D2X1L8G/ref=zg_bs_1318073031_bl_sccl_11/000-0000000-0000000,4.6 out of 5 stars,"1,249",https://www.amazon.in/product-reviews/0143451936/ref=zg_bs_1318073031_cr_sccl_11/000-0000000-0000000
CBSE All In One English Core Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),https://www.amazon.in/English-2022-23-latest-Syllabus-issued/dp/932619650X/ref=zg_bs_1318073031_sccl_12/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81Yy+Dv82JL._AC_UL300_SR300,200_.jpg",42,Manasi Balani Srishti Agarwal,,4.3 out of 5 stars,234,https://www.amazon.in/product-reviews/932619650X/ref=zg_bs_1318073031_cr_sccl_12/000-0000000-0000000
My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),https://www.amazon.in/First-Learning-Library-Box-Set/dp/9388369882/ref=zg_bs_1318073031_sccl_13/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71t4dSQTibL._AC_UL300_SR300,200_.jpg",43,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_13/000-0000000-0000000,4.6 out of 5 stars,"12,788",https://www.amazon.in/product-reviews/9388369882/ref=zg_bs_1318073031_cr_sccl_13/000-0000000-0000000
The Blue Umbrella,https://www.amazon.in/Blue-Umbrella-Ruskin-Bond/dp/8171673406/ref=zg_bs_1318073031_sccl_14/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71e9MY-XE9L._AC_UL300_SR300,200_.jpg",44,Ruskin Bond,https://www.amazon.in/Ruskin-Bond/e/B01D2X1L8G/ref=zg_bs_1318073031_bl_sccl_14/000-0000000-0000000,4.5 out of 5 stars,"13,214",https://www.amazon.in/product-reviews/8171673406/ref=zg_bs_1318073031_cr_sccl_14/000-0000000-0000000
"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 serie",https://www.amazon.in/Stories-Upanishads-Puranas-Children-Hardcover/dp/9352768647/ref=zg_bs_1318073031_sccl_15/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71582f+eNvL._AC_UL300_SR300,200_.jpg",45,Dipavali Sen,,4.6 out of 5 stars,792,https://www.amazon.in/product-reviews/9352768647/ref=zg_bs_1318073031_cr_sccl_15/000-0000000-0000000
Educart CBSE Class 12 PHYSICS Sample Paper 2023 (With Exclusive Topper Answers and Marks breakdown for 2022-23 Board Exam),https://www.amazon.in/Educart-PHYSICS-Exclusive-Answers-breakdown/dp/935561750X/ref=zg_bs_1318073031_sccl_16/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/819Jqf+2Z+L._AC_UL300_SR300,200_.jpg",46,Educart,,4.6 out of 5 stars,46,https://www.amazon.in/product-reviews/935561750X/ref=zg_bs_1318073031_cr_sccl_16/000-0000000-0000000
Grandparents' Bag of Stories,https://www.amazon.in/Grandparents-Bag-Stories-Sudha-Murty/dp/0143451847/ref=zg_bs_1318073031_sccl_17/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/818mZjcEJ4L._AC_UL300_SR300,200_.jpg",47,Sudha Murty,,4.7 out of 5 stars,"4,150",https://www.amazon.in/product-reviews/0143451847/ref=zg_bs_1318073031_cr_sccl_17/000-0000000-0000000
Harry Potter and the Philosopher's Stone,https://www.amazon.in/Harry-Potter-Philosophers-Stone-Rowling/dp/1408855658/ref=zg_bs_1318073031_sccl_18/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/51PcUAhn15L._AC_UL300_SR300,200_.jpg",48,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318073031_bl_sccl_18/000-0000000-0000000,4.7 out of 5 stars,"56,001",https://www.amazon.in/product-reviews/1408855658/ref=zg_bs_1318073031_cr_sccl_18/000-0000000-0000000
Shivdas CBSE Past 7 Years Board Papers + 5 Sample Papers for Class 10 Social Science (2022-23 Examination),https://www.amazon.in/Shivdas-Papers-Science-2022-23-Examination/dp/9391094325/ref=zg_bs_1318073031_sccl_19/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61Buhmaj6zL._AC_UL300_SR300,200_.jpg",49,Shivdas Editorial,,4.8 out of 5 stars,80,https://www.amazon.in/product-reviews/9391094325/ref=zg_bs_1318073031_cr_sccl_19/000-0000000-0000000
Tinkle Double Digest No 155,https://www.amazon.in/Tinkle-Double-Digest-No-155-ebook/dp/B08L4TFJJL/ref=zg_bs_1318073031_sccl_20/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81fUJ2u-PrL._AC_UL300_SR300,200_.jpg",50,Multiple Writers,,4.4 out of 5 stars,139,https://www.amazon.in/product-reviews/B08L4TFJJL/ref=zg_bs_1318073031_cr_sccl_20/000-0000000-0000000
The Bird with Golden Wings: Stories of Wit and Magic,https://www.amazon.in/Bird-Golden-Wings-Stories-Magic/dp/0143334255/ref=zg_bs_1318073031_sccl_1/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/714Qz-liM8S._AC_UL300_SR300,200_.jpg",51,Sudha Murty,,4.7 out of 5 stars,"2,956",https://www.amazon.in/product-reviews/0143334255/ref=zg_bs_1318073031_cr_sccl_1/000-0000000-0000000
Brain Boosting Activity Book for Kids – 200+ Activities for Age 3+,https://www.amazon.in/Brain-Boosting-Activity-Book-Kids/dp/9391129668/ref=zg_bs_1318073031_sccl_2/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91m48dt3o0L._AC_UL300_SR300,200_.jpg",52,Maple Press,https://www.amazon.in/Maple-Press/e/B01N6PRWN6/ref=zg_bs_1318073031_bl_sccl_2/000-0000000-0000000,4.4 out of 5 stars,564,https://www.amazon.in/product-reviews/9391129668/ref=zg_bs_1318073031_cr_sccl_2/000-0000000-0000000
Encyclopedia: Amazing Questions & Answers Science,https://www.amazon.in/Amazing-Question-Answers-Science-Editorial/dp/9352763068/ref=zg_bs_1318073031_sccl_3/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81Gbz0XnW7L._AC_UL300_SR300,200_.jpg",53,Om Books Editorial Team,https://www.amazon.in/Om-Books-Editorial-Team/e/B0811S8QJJ/ref=zg_bs_1318073031_bl_sccl_3/000-0000000-0000000,4.5 out of 5 stars,"2,514",https://www.amazon.in/product-reviews/9352763068/ref=zg_bs_1318073031_cr_sccl_3/000-0000000-0000000
108 Panchatantra Stories (Illustrated) for children,https://www.amazon.in/108-Panchatantra-Stories-Illustrated-children/dp/9390292921/ref=zg_bs_1318073031_sccl_4/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81VJ+MAc7YL._AC_UL300_SR300,200_.jpg",54,Maple Press,https://www.amazon.in/Maple-Press/e/B01N6PRWN6/ref=zg_bs_1318073031_bl_sccl_4/000-0000000-0000000,4.4 out of 5 stars,"2,769",https://www.amazon.in/product-reviews/9390292921/ref=zg_bs_1318073031_cr_sccl_4/000-0000000-0000000
The Magic of the Lost Story,https://www.amazon.in/Magic-Lost-Story-Sudha-Murty/dp/0143458183/ref=zg_bs_1318073031_sccl_5/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/812meqEmV8L._AC_UL300_SR300,200_.jpg",55,Sudha Murty,,4.6 out of 5 stars,34,https://www.amazon.in/product-reviews/0143458183/ref=zg_bs_1318073031_cr_sccl_5/000-0000000-0000000
Mandala: Colouring books for Adults with tear out sheets,https://www.amazon.in/Mandala-Colouring-Books-Adults-Sheets/dp/938653861X/ref=zg_bs_1318073031_sccl_6/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91wNT-jkEiS._AC_UL300_SR300,200_.jpg",56,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_6/000-0000000-0000000,4.5 out of 5 stars,"3,785",https://www.amazon.in/product-reviews/938653861X/ref=zg_bs_1318073031_cr_sccl_6/000-0000000-0000000
NCERT Exemplar Problems-Solutions SCIENCE class 10th,https://www.amazon.in/NCERT-Exemplar-Problems-Solutions-SCIENCE-class/dp/9351762629/ref=zg_bs_1318073031_sccl_7/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/614KBIBiu6S._AC_UL300_SR300,200_.jpg",57,Experts Compilation,,4.4 out of 5 stars,"2,094",https://www.amazon.in/product-reviews/9351762629/ref=zg_bs_1318073031_cr_sccl_7/000-0000000-0000000
The Magic Drum and Other Favourite Stories: Sudha Murty’s collection of 30+ classic short stories and folk tales for children,https://www.amazon.in/Magic-Drum-Other-Favourite-Stories/dp/0143333631/ref=zg_bs_1318073031_sccl_8/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91GT-Z3cJcL._AC_UL300_SR300,200_.jpg",58,Sudha Murty,,4.7 out of 5 stars,"3,204",https://www.amazon.in/product-reviews/0143333631/ref=zg_bs_1318073031_cr_sccl_8/000-0000000-0000000
Educart CBSE Class 12 CHEMISTRY Sample Paper 2023 (with Exclusive Topper Answers and Marks breakdown for 2022-23 Board Exams),https://www.amazon.in/Educart-CHEMISTRY-Exclusive-Answers-breakdown/dp/9355617518/ref=zg_bs_1318073031_sccl_9/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81qKjmdUT9L._AC_UL300_SR300,200_.jpg",59,Educart,,4.7 out of 5 stars,43,https://www.amazon.in/product-reviews/9355617518/ref=zg_bs_1318073031_cr_sccl_9/000-0000000-0000000
Moral Story Books for Kids (Set of 10 Books) (Illustrated) - English Short Stories with Colourful Pictures - Bedtime Children,https://www.amazon.in/Moral-Story-Books-Kids-Set/dp/9391129811/ref=zg_bs_1318073031_sccl_10/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/710GgrTea1L._AC_UL300_SR300,200_.jpg",60,Maple Press,https://www.amazon.in/Maple-Press/e/B01N6PRWN6/ref=zg_bs_1318073031_bl_sccl_10/000-0000000-0000000,4.5 out of 5 stars,908,https://www.amazon.in/product-reviews/9391129811/ref=zg_bs_1318073031_cr_sccl_10/000-0000000-0000000
Shivdas CBSE Past 7 Years Board Papers + 5 Sample Papers for Class 10 (Pack of 4) Mathematics Standard Science Social Science,https://www.amazon.in/Mathematics-Standard-Language-Literature-Examination/dp/9391094392/ref=zg_bs_1318073031_sccl_11/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61xgeo8b6cL._AC_UL300_SR300,200_.jpg",61,Shivdas Editorial,,4.8 out of 5 stars,97,https://www.amazon.in/product-reviews/9391094392/ref=zg_bs_1318073031_cr_sccl_11/000-0000000-0000000
Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery Rhymes,https://www.amazon.in/Nursery-Rhymes-Board-Book-First/dp/9388144201/ref=zg_bs_1318073031_sccl_12/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71N0FI8U35L._AC_UL300_SR300,200_.jpg",62,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B085LS5SLK/ref=zg_bs_1318073031_bl_sccl_12/000-0000000-0000000,4.6 out of 5 stars,"3,070",https://www.amazon.in/product-reviews/9388144201/ref=zg_bs_1318073031_cr_sccl_12/000-0000000-0000000
101 Brain Booster Activity Book: Fun Activity Book For Children,https://www.amazon.in/101-Brain-Booster-Activity-Book/dp/9388369793/ref=zg_bs_1318073031_sccl_13/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81sFNG-pBIL._AC_UL300_SR300,200_.jpg",63,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_13/000-0000000-0000000,4.4 out of 5 stars,"5,104",https://www.amazon.in/product-reviews/9388369793/ref=zg_bs_1318073031_cr_sccl_13/000-0000000-0000000
Encyclopedia: Space (Space Encyclopedia),https://www.amazon.in/Encyclopedia-Om-Books-Editorial-Team-ebook/dp/B08DJ96951/ref=zg_bs_1318073031_sccl_14/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91V96XNZg+L._AC_UL300_SR300,200_.jpg",64,Om Books Editorial Team,https://www.amazon.in/Om-Books-Editorial-Team/e/B0811S8QJJ/ref=zg_bs_1318073031_bl_sccl_14/000-0000000-0000000,4.4 out of 5 stars,"2,522",https://www.amazon.in/product-reviews/B08DJ96951/ref=zg_bs_1318073031_cr_sccl_14/000-0000000-0000000
Blossom Moral Story Book for Kids 3 Years to 6 Years Old in English | 31 Fairy Tale Stories with Colourful Pictures | Best Be,https://www.amazon.in/Blossom-English-Colourful-Pictures-Children/dp/B0845PS3QW/ref=zg_bs_1318073031_sccl_15/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/7122h3jWvEL._AC_UL300_SR300,200_.jpg",65,TARGET PUBLICATIONS,,4.4 out of 5 stars,"2,321",https://www.amazon.in/product-reviews/B0845PS3QW/ref=zg_bs_1318073031_cr_sccl_15/000-0000000-0000000
NCERT Exemplar Problems-Solutions MATHEMATICS class 10th,https://www.amazon.in/NCERT-Exemplar-Problems-Solutions-Mathematics-class/dp/9351762645/ref=zg_bs_1318073031_sccl_16/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61HKF7H2GKS._AC_UL300_SR300,200_.jpg",66,Arihant Experts,,4.4 out of 5 stars,"2,522",https://www.amazon.in/product-reviews/9351762645/ref=zg_bs_1318073031_cr_sccl_16/000-0000000-0000000
"My First 1000 Words: Early Learning Picture Book to learn Alphabet, Numbers, Shapes and Colours, Transport, Birds and Animals",https://www.amazon.in/First-1000-Words-Transport-Professions/dp/9388144112/ref=zg_bs_1318073031_sccl_17/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71O-FI7QApL._AC_UL300_SR300,200_.jpg",67,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_17/000-0000000-0000000,4.5 out of 5 stars,"7,167",https://www.amazon.in/product-reviews/9388144112/ref=zg_bs_1318073031_cr_sccl_17/000-0000000-0000000
The Official Cambridge Guide To Ielts Student's Book With Answers With Dvd Rom,https://www.amazon.in/Official-Cambridge-Guide-Students-Answers/dp/110744277X/ref=zg_bs_1318073031_sccl_18/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/717pCgE8WKL._AC_UL300_SR300,200_.jpg",68,Pauline Cullen,,4.4 out of 5 stars,"5,726",https://www.amazon.in/product-reviews/110744277X/ref=zg_bs_1318073031_cr_sccl_18/000-0000000-0000000
THE GOPI DIARIES: GROWING UP,https://www.amazon.in/GOPI-DIARIES-GROWING-UP/dp/9356295506/ref=zg_bs_1318073031_sccl_19/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81nx0yM1CIL._AC_UL300_SR300,200_.jpg",69,Sudha Murty,,4.7 out of 5 stars,8,https://www.amazon.in/product-reviews/9356295506/ref=zg_bs_1318073031_cr_sccl_19/000-0000000-0000000
Baby Record Book : Newborn Journal For Boys And Girls To Cherish Memories And Milestones (Ideal Gift For Expecting Parents an,https://www.amazon.in/Baby-Record-Book-Milestones-Expecting/dp/9389432421/ref=zg_bs_1318073031_sccl_20/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/815jg5cDTHS._AC_UL300_SR300,200_.jpg",70,Wonder House Books,,4.3 out of 5 stars,406,https://www.amazon.in/product-reviews/9389432421/ref=zg_bs_1318073031_cr_sccl_20/000-0000000-0000000
Xam idea Sample Papers Simplified Chemistry | Class 12 for 2023 Board Exam | Based on NCERT | Latest Sample Papers 2023 (New ,https://www.amazon.in/Simplified-Chemistry-pattern-released-September/dp/9356121737/ref=zg_bs_1318073031_sccl_21/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61r-Lic2vwL._AC_UL300_SR300,200_.jpg",71,Xamidea Editorial Board,https://www.amazon.in/Xamidea-Editorial-Board/e/B08J45K8WR/ref=zg_bs_1318073031_bl_sccl_21/000-0000000-0000000,4.7 out of 5 stars,94,https://www.amazon.in/product-reviews/9356121737/ref=zg_bs_1318073031_cr_sccl_21/000-0000000-0000000
Moral Story Books for Kids (Pack of 10 Books) | 160 Total Pages | Illustrated Stories for Children 2 to 6 year old,https://www.amazon.in/Moral-Story-Books-Illustrated-Stories/dp/9381569886/ref=zg_bs_1318073031_sccl_22/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81IR4C5PU5L._AC_UL300_SR300,200_.jpg",72,Young Angels Publishing,,4.4 out of 5 stars,"5,978",https://www.amazon.in/product-reviews/9381569886/ref=zg_bs_1318073031_cr_sccl_22/000-0000000-0000000
Xam idea Sample Papers Simplified Physics | Class 12 for 2023 Board Exam | Based on NCERT | Latest Sample Papers 2023 (New pa,https://www.amazon.in/Simplified-Physics-pattern-released-September/dp/9356121559/ref=zg_bs_1318073031_sccl_23/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/815kSaIhYBL._AC_UL300_SR300,200_.jpg",73,Xamidea Editorial Board,https://www.amazon.in/Xamidea-Editorial-Board/e/B08J45K8WR/ref=zg_bs_1318073031_bl_sccl_23/000-0000000-0000000,4.5 out of 5 stars,189,https://www.amazon.in/product-reviews/9356121559/ref=zg_bs_1318073031_cr_sccl_23/000-0000000-0000000
MTG CBSE 10 Years Chapterwise Topicwise Solved Papers Class 12 Chemistry - CBSE Champion For Exam 2023,https://www.amazon.in/Chapterwise-Topicwise-Solved-Papers-Chemistry/dp/9355553528/ref=zg_bs_1318073031_sccl_24/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81Pl3QrprvL._AC_UL300_SR300,200_.jpg",74,MTG Editorial Board,,4.4 out of 5 stars,95,https://www.amazon.in/product-reviews/9355553528/ref=zg_bs_1318073031_cr_sccl_24/000-0000000-0000000
Dr Cuterus: Everything Nobody Tells You About Your Body,https://www.amazon.in/Dr-Cuterus-Everything-Nobody-Tells/dp/0143455702/ref=zg_bs_1318073031_sccl_25/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81RMLBE+sHL._AC_UL300_SR300,200_.jpg",75,Dr Tanaya Narendra,https://www.amazon.in/Dr-Tanaya-Narendra/e/B0BP67JP94/ref=zg_bs_1318073031_bl_sccl_25/000-0000000-0000000,5.0 out of 5 stars,24,https://www.amazon.in/product-reviews/0143455702/ref=zg_bs_1318073031_cr_sccl_25/000-0000000-0000000
101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,https://www.amazon.in/101-Witty-Stories-Akbar-Birbal/dp/9390391709/ref=zg_bs_1318073031_sccl_26/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71FGuZ15wHL._AC_UL300_SR300,200_.jpg",76,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B085LS5SLK/ref=zg_bs_1318073031_bl_sccl_26/000-0000000-0000000,4.6 out of 5 stars,"1,163",https://www.amazon.in/product-reviews/9390391709/ref=zg_bs_1318073031_cr_sccl_26/000-0000000-0000000
CBSE English Core Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/English-Chapterwise-Solved-syllabus-2022-23/dp/932619860X/ref=zg_bs_1318073031_sccl_27/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61hxDwUuWPL._AC_UL300_SR300,200_.jpg",77,Vaishali Jaiswal,,3.9 out of 5 stars,22,https://www.amazon.in/product-reviews/932619860X/ref=zg_bs_1318073031_cr_sccl_27/000-0000000-0000000
Ruskin Bond - Best Selling Children Story Books Collection (Set of 4 Books),https://www.amazon.in/Ruskin-Bond-Selling-Children-Collection/dp/8131964817/ref=zg_bs_1318073031_sccl_28/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81dMfrSyzlL._AC_UL300_SR300,200_.jpg",78,Ruskin Bond,https://www.amazon.in/Ruskin-Bond/e/B01D2X1L8G/ref=zg_bs_1318073031_bl_sccl_28/000-0000000-0000000,4.5 out of 5 stars,"3,847",https://www.amazon.in/product-reviews/8131964817/ref=zg_bs_1318073031_cr_sccl_28/000-0000000-0000000
Xam idea Sample Papers Simplified Mathematics | Class 10 for 2023 Board Exam | Based on NCERT | Latest Sample Papers 2023 (Ne,https://www.amazon.in/Simplified-Mathematics-pattern-released-September/dp/935612163X/ref=zg_bs_1318073031_sccl_29/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61BmeiWfThL._AC_UL300_SR300,200_.jpg",79,Xamidea Editorial Board,https://www.amazon.in/Xamidea-Editorial-Board/e/B08J45K8WR/ref=zg_bs_1318073031_bl_sccl_29/000-0000000-0000000,4.6 out of 5 stars,198,https://www.amazon.in/product-reviews/935612163X/ref=zg_bs_1318073031_cr_sccl_29/000-0000000-0000000
My First Shapes and Colours Sticker Book: Exciting Sticker Book With 100 Stickers,https://www.amazon.in/First-Shapes-Colours-Sticker-Book/dp/938814497X/ref=zg_bs_1318073031_sccl_30/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81vclYdkPTL._AC_UL300_SR300,200_.jpg",80,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_30/000-0000000-0000000,4.5 out of 5 stars,"1,326",https://www.amazon.in/product-reviews/938814497X/ref=zg_bs_1318073031_cr_sccl_30/000-0000000-0000000
Mathematics for Class 10 - CBSE - by R.D. Sharma Examination 2022-23,https://www.amazon.in/Mathematics-Class-Sharma-Examination-2020-2021/dp/8194192641/ref=zg_bs_1318073031_sccl_1/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/610kWVfWX9L._AC_UL300_SR300,200_.jpg",81,R.D. Sharma,https://www.amazon.in/R-D-Sharma/e/B075TC77Z7/ref=zg_bs_1318073031_bl_sccl_1/000-0000000-0000000,4.5 out of 5 stars,"5,241",https://www.amazon.in/product-reviews/8194192641/ref=zg_bs_1318073031_cr_sccl_1/000-0000000-0000000
Disha 120 JEE Main Chemistry Online (2022 - 2012) & Offline (2018 - 2002) Chapter-wise + Topic-wise Previous Years Solved Pap,https://www.amazon.in/Disha-Main-Chemistry-Online-2022/dp/9355643713/ref=zg_bs_1318073031_sccl_2/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/7165WwX12ZL._AC_UL300_SR300,200_.jpg",82,Disha Experts,,4.4 out of 5 stars,88,https://www.amazon.in/product-reviews/9355643713/ref=zg_bs_1318073031_cr_sccl_2/000-0000000-0000000
"QOKZEK Magic Practice Copybook, (4 BOOK + 1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy",https://www.amazon.in/Practice-Copybook-Preschoolers-calligraphy-Reusable/dp/B0743DXTVX/ref=zg_bs_1318073031_sccl_3/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81Hyz0L2rVL._AC_UL300_SR300,200_.jpg",83,QOKZEK,,4.5 out of 5 stars,"2,394",https://www.amazon.in/product-reviews/B0743DXTVX/ref=zg_bs_1318073031_cr_sccl_3/000-0000000-0000000
Educart CBSE Class 12 MATHEMATICS Sample Paper 2023 (with Exclusive Topper Answers and Marks breakdown for 2022-23 Board Exam,https://www.amazon.in/Educart-MATHEMATICS-Exclusive-Answers-breakdown/dp/9355617534/ref=zg_bs_1318073031_sccl_4/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81twuo+uPzL._AC_UL300_SR300,200_.jpg",84,Educart,,4.5 out of 5 stars,43,https://www.amazon.in/product-reviews/9355617534/ref=zg_bs_1318073031_cr_sccl_4/000-0000000-0000000
Harry Potter Box Set: The Complete Collection (Set of 7 Volumes),https://www.amazon.in/Harry-Potter-ChildrenS-Paperback-Boxed/dp/1408856778/ref=zg_bs_1318073031_sccl_5/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/71rOzy4cyAL._AC_UL300_SR300,200_.jpg",85,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318073031_bl_sccl_5/000-0000000-0000000,4.7 out of 5 stars,"48,794",https://www.amazon.in/product-reviews/1408856778/ref=zg_bs_1318073031_cr_sccl_5/000-0000000-0000000
