name,link,genres,image,rank,author,author_link,ratings,counts,reviews
Shivdas CBSE Past 7 Years Board Papers + 5 Sample Papers for Class 10 English Language and Literature (2022-23 Examination),https://www.amazon.in/Shivdas-English-Language-Literature-Examination/dp/9391094155/ref=zg_bs_1318073031_sccl_6/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61w4-8VsR-L._AC_UL300_SR300,200_.jpg",86,Shivdas Editorial,,4.8 out of 5 stars,67,https://www.amazon.in/product-reviews/9391094155/ref=zg_bs_1318073031_cr_sccl_6/000-0000000-0000000
CBSE Biology Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/Biology-Chapterwise-Solved-syllabus-2022-23/dp/9326198588/ref=zg_bs_1318073031_sccl_7/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/51Zaw5Vt-8L._AC_UL300_SR300,200_.jpg",87,Shikha Sharma,,4.3 out of 5 stars,43,https://www.amazon.in/product-reviews/9326198588/ref=zg_bs_1318073031_cr_sccl_7/000-0000000-0000000
CBSE Physical education Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/Physical-education-Chapterwise-syllabus-2022-23/dp/9326198685/ref=zg_bs_1318073031_sccl_8/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/51O8DchRKIL._AC_UL300_SR300,200_.jpg",88,Rakesh Kumar Roshan /Reena Kar,,4.4 out of 5 stars,20,https://www.amazon.in/product-reviews/9326198685/ref=zg_bs_1318073031_cr_sccl_8/000-0000000-0000000
"Educart CBSE Class 12 Sample Papers 2022-23 Bundle - Maths, Physics, Chemistry and English (4 books) 2023",https://www.amazon.in/Educart-Sample-Papers-2022-23-Bundle/dp/9355617437/ref=zg_bs_1318073031_sccl_9/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91+sGxD3+SL._AC_UL300_SR300,200_.jpg",89,Educart,,4.7 out of 5 stars,50,https://www.amazon.in/product-reviews/9355617437/ref=zg_bs_1318073031_cr_sccl_9/000-0000000-0000000
My First Experiences Sticker Book: My first sticker books,https://www.amazon.in/My-First-Experiences-Sticker-Book/dp/9388369815/ref=zg_bs_1318073031_sccl_10/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81auz2unOrL._AC_UL300_SR300,200_.jpg",90,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_10/000-0000000-0000000,4.4 out of 5 stars,975,https://www.amazon.in/product-reviews/9388369815/ref=zg_bs_1318073031_cr_sccl_10/000-0000000-0000000
MTG CBSE 10 Years Chapterwise Topicwise Solved Papers Class 12 Physics - CBSE Champion For Exam 2023,https://www.amazon.in/Chapterwise-Topicwise-Solved-Papers-Physics/dp/9355553447/ref=zg_bs_1318073031_sccl_11/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/812R6eqyz+L._AC_UL300_SR300,200_.jpg",91,MTG Editorial Board,https://www.amazon.in/MTG-Editorial-Board/e/B081CTWW1L/ref=zg_bs_1318073031_bl_sccl_11/000-0000000-0000000,4.4 out of 5 stars,581,https://www.amazon.in/product-reviews/9355553447/ref=zg_bs_1318073031_cr_sccl_11/000-0000000-0000000
Educart CBSE Class 12 ENGLISH CORE Sample Paper 2023 (with Exclusive Topper Answers and Marks breakdown for 2022-23 Board Exa,https://www.amazon.in/Educart-ENGLISH-Exclusive-Answers-breakdown/dp/9355617542/ref=zg_bs_1318073031_sccl_12/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81jKwOqIiaL._AC_UL300_SR300,200_.jpg",92,Educart,,4.7 out of 5 stars,43,https://www.amazon.in/product-reviews/9355617542/ref=zg_bs_1318073031_cr_sccl_12/000-0000000-0000000
Xam idea Sample Papers Simplified Science | Class 10 for 2023 Board Exam | Based on NCERT | Latest Sample Papers 2023 (New pa,https://www.amazon.in/Simplified-Science-pattern-released-September/dp/9356121478/ref=zg_bs_1318073031_sccl_13/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61nAb58TAXL._AC_UL300_SR300,200_.jpg",93,Xamidea Editorial Board,https://www.amazon.in/Xamidea-Editorial-Board/e/B08J45K8WR/ref=zg_bs_1318073031_bl_sccl_13/000-0000000-0000000,4.5 out of 5 stars,190,https://www.amazon.in/product-reviews/9356121478/ref=zg_bs_1318073031_cr_sccl_13/000-0000000-0000000
1001 Ultimate Brain Booster Activities for 3 to 6 Years Old Kids,https://www.amazon.in/Ultimate-Brain-Booster-Activities-Years/dp/8131958248/ref=zg_bs_1318073031_sccl_14/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91tpq9XiAEL._AC_UL300_SR300,200_.jpg",94,Team Pegasus,,4.5 out of 5 stars,149,https://www.amazon.in/product-reviews/8131958248/ref=zg_bs_1318073031_cr_sccl_14/000-0000000-0000000
Very First Sight Words Sentences Level 1,https://www.amazon.in/First-Sight-Words-Sentences-Level/dp/9387971996/ref=zg_bs_1318073031_sccl_15/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/91+36GLYWYL._AC_UL300_SR300,200_.jpg",95,Dreamland Publications,https://www.amazon.in/Dreamland-Publications/e/B0811H1SN1/ref=zg_bs_1318073031_bl_sccl_15/000-0000000-0000000,4.5 out of 5 stars,"11,048",https://www.amazon.in/product-reviews/9387971996/ref=zg_bs_1318073031_cr_sccl_15/000-0000000-0000000
Xam idea Sample Papers Simplified Mathematics | Class 12 for 2023 Board Exam | Based on NCERT | Latest Sample Papers 2023 (Ne,https://www.amazon.in/Simplified-Mathematics-pattern-released-September/dp/9356121605/ref=zg_bs_1318073031_sccl_16/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61bSUrj-CbL._AC_UL300_SR300,200_.jpg",96,Xamidea Editorial Board,https://www.amazon.in/Xamidea-Editorial-Board/e/B08J45K8WR/ref=zg_bs_1318073031_bl_sccl_16/000-0000000-0000000,4.8 out of 5 stars,98,https://www.amazon.in/product-reviews/9356121605/ref=zg_bs_1318073031_cr_sccl_16/000-0000000-0000000
GIKSO 100 Maths Puzzles Book - Brain Boosting Mathematical Activities for Age 7+ Years Old Kids | Multi Color Game Book (Engl,https://www.amazon.in/GIKSO-100-Maths-Puzzles-Book/dp/8193864999/ref=zg_bs_1318073031_sccl_17/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/41owOKinnAL._AC_UL300_SR300,200_.jpg",97,GIKSO,,4.4 out of 5 stars,"2,820",https://www.amazon.in/product-reviews/8193864999/ref=zg_bs_1318073031_cr_sccl_17/000-0000000-0000000
Brain Activity Book for Kids - 200+ Activities for Age 6+,https://www.amazon.in/Brain-Activity-Book-Kids-Activities/dp/9391924875/ref=zg_bs_1318073031_sccl_18/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/81r2zVlhx-L._AC_UL300_SR300,200_.jpg",98,Maple Press,https://www.amazon.in/Maple-Press/e/B01N6PRWN6/ref=zg_bs_1318073031_bl_sccl_18/000-0000000-0000000,4.5 out of 5 stars,71,https://www.amazon.in/product-reviews/9391924875/ref=zg_bs_1318073031_cr_sccl_18/000-0000000-0000000
My First Animal Sticker Book: Exciting Sticker Book With 100 Stickers,https://www.amazon.in/My-First-Animal-Sticker-Book/dp/9388144945/ref=zg_bs_1318073031_sccl_19/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/817UNsZFh7L._AC_UL300_SR300,200_.jpg",99,Wonder House Books,https://www.amazon.in/Wonder-House-Books/e/B08N67G4CC/ref=zg_bs_1318073031_bl_sccl_19/000-0000000-0000000,4.4 out of 5 stars,"1,390",https://www.amazon.in/product-reviews/9388144945/ref=zg_bs_1318073031_cr_sccl_19/000-0000000-0000000
"How the Earth Got Its Beauty: Puffin Chapter Book: Gorgeous new full colour, illustrated chapter book for young readers from ",https://www.amazon.in/How-Earth-Got-Its-Beauty/dp/0143447068/ref=zg_bs_1318073031_sccl_20/000-0000000-0000000?psc=1,Children's & Young Adult,"https://images-eu.ssl-images-amazon.com/images/I/61tk5BCKpnL._AC_UL300_SR300,200_.jpg",100,Sudha Murty,,4.6 out of 5 stars,984,https://www.amazon.in/product-reviews/0143447068/ref=zg_bs_1318073031_cr_sccl_20/000-0000000-0000000
"The Boy, The Mole, The Fox and The Horse",https://www.amazon.in/Boy-Mole-Fox-Horse/dp/1529105102/ref=zg_bs_1318104031_sccl_1/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81PdkxXJObL._AC_UL300_SR300,200_.jpg",1,Charlie Mackesy,https://www.amazon.in/Charlie-Mackesy/e/B07WGCFNB9/ref=zg_bs_1318104031_bl_sccl_1/000-0000000-0000000,4.8 out of 5 stars,"63,170",https://www.amazon.in/product-reviews/1529105102/ref=zg_bs_1318104031_cr_sccl_1/000-0000000-0000000
Chanakya,https://www.amazon.in/Chanakya-Visionaries-YAGYA-SHARMA-ebook/dp/B01NCX4I0V/ref=zg_bs_1318104031_sccl_2/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/51TRjJCLhVL._AC_UL300_SR300,200_.jpg",2,YAGYA SHARMA,,4.6 out of 5 stars,706,https://www.amazon.in/product-reviews/B01NCX4I0V/ref=zg_bs_1318104031_cr_sccl_2/000-0000000-0000000
Diary of a Wimpy Kid: Diper Överlöde (Book 17),https://www.amazon.in/Diary-Wimpy-Kid-Diper-%C3%96verl%C3%B6de/dp/024158308X/ref=zg_bs_1318104031_sccl_3/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/819bxLMj91L._AC_UL300_SR300,200_.jpg",3,Jeff Kinney,https://www.amazon.in/Jeff-Kinney/e/B001J93AUI/ref=zg_bs_1318104031_bl_sccl_3/000-0000000-0000000,4.5 out of 5 stars,"3,776",https://www.amazon.in/product-reviews/024158308X/ref=zg_bs_1318104031_cr_sccl_3/000-0000000-0000000
TINKLE DOUBLE DIGEST 8,https://www.amazon.in/TINKLE-DOUBLE-DIGEST-ANANT-PAI-ebook/dp/B075QFXP8P/ref=zg_bs_1318104031_sccl_4/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81VPd9QxDnL._AC_UL300_SR300,200_.jpg",4,ANANT PAI,,4.4 out of 5 stars,181,https://www.amazon.in/product-reviews/B075QFXP8P/ref=zg_bs_1318104031_cr_sccl_4/000-0000000-0000000
Mahabharata,https://www.amazon.in/Mahabharata-Epics-Mythology-B-R-BHAGWAT-ebook/dp/B01N5QLYA1/ref=zg_bs_1318104031_sccl_5/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/51jit32MN1L._AC_UL300_SR300,200_.jpg",5,B.R. BHAGWAT,,4.5 out of 5 stars,817,https://www.amazon.in/product-reviews/B01N5QLYA1/ref=zg_bs_1318104031_cr_sccl_5/000-0000000-0000000
Tinkle Double Digest No 155,https://www.amazon.in/Tinkle-Double-Digest-No-155-ebook/dp/B08L4TFJJL/ref=zg_bs_1318104031_sccl_6/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81fUJ2u-PrL._AC_UL300_SR300,200_.jpg",6,Multiple Writers,,4.4 out of 5 stars,139,https://www.amazon.in/product-reviews/B08L4TFJJL/ref=zg_bs_1318104031_cr_sccl_6/000-0000000-0000000
TINKLE DIGEST 1,https://www.amazon.in/TINKLE-DIGEST-1-ANANT-PAI-ebook/dp/B0758FSVW5/ref=zg_bs_1318104031_sccl_7/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81uRzjY3plL._AC_UL300_SR300,200_.jpg",7,ANANT PAI,,4.3 out of 5 stars,289,https://www.amazon.in/product-reviews/B0758FSVW5/ref=zg_bs_1318104031_cr_sccl_7/000-0000000-0000000
Tinkle Magazine 613,https://www.amazon.in/Tinkle-Magazine-613-Rajani-Thindiath-ebook/dp/B07CN1RL6J/ref=zg_bs_1318104031_sccl_8/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/617FujMZc-L._AC_UL300_SR300,200_.jpg",8,Rajani Thindiath,https://www.amazon.in/Rajani-Thindiath/e/B00J8CPRZY/ref=zg_bs_1318104031_bl_sccl_8/000-0000000-0000000,4.2 out of 5 stars,67,https://www.amazon.in/product-reviews/B07CN1RL6J/ref=zg_bs_1318104031_cr_sccl_8/000-0000000-0000000
CHACHA CHAUDHARY AND TEMPLE THIEF: CHACHA CHAUDHARY COMICS,https://www.amazon.in/CHACHA-CHAUDHARY-TEMPLE-THIEF-COMICS-ebook/dp/B072SX7PT2/ref=zg_bs_1318104031_sccl_9/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/91ehKFyqBgL._AC_UL300_SR300,200_.jpg",9,PRAN KUMAR SHARMA,https://www.amazon.in/PRAN-KUMAR-SHARMA/e/B014P1FY8C/ref=zg_bs_1318104031_bl_sccl_9/000-0000000-0000000,4.4 out of 5 stars,613,https://www.amazon.in/product-reviews/B072SX7PT2/ref=zg_bs_1318104031_cr_sccl_9/000-0000000-0000000
Attack on Titan Vol. 1,https://www.amazon.in/Attack-Titan-Vol-Hajime-Isayama-ebook/dp/B00CCOO1HA/ref=zg_bs_1318104031_sccl_10/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/91F-m3Zm1xL._AC_UL300_SR300,200_.jpg",10,Hajime Isayama,https://www.amazon.in/Hajime-Isayama/e/B006X1KSKM/ref=zg_bs_1318104031_bl_sccl_10/000-0000000-0000000,4.6 out of 5 stars,"5,817",https://www.amazon.in/product-reviews/B00CCOO1HA/ref=zg_bs_1318104031_cr_sccl_10/000-0000000-0000000
Saraswati,https://www.amazon.in/Saraswati-SANJANA-KAPUR-ebook/dp/B06XXWYQFK/ref=zg_bs_1318104031_sccl_11/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/61qc6NBGQ-L._AC_UL300_SR300,200_.jpg",11,SANJANA KAPUR,,4.6 out of 5 stars,407,https://www.amazon.in/product-reviews/B06XXWYQFK/ref=zg_bs_1318104031_cr_sccl_11/000-0000000-0000000
Valmiki's Ramayana (10001),https://www.amazon.in/Valmikis-Ramayana-Anant-pai-ebook/dp/B071VT9MZT/ref=zg_bs_1318104031_sccl_12/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81HXEh0-YvL._AC_UL300_SR300,200_.jpg",12,Subba Rao,,4.6 out of 5 stars,784,https://www.amazon.in/product-reviews/B071VT9MZT/ref=zg_bs_1318104031_cr_sccl_12/000-0000000-0000000
TINKLE DOUBLE DIGEST 5,https://www.amazon.in/TINKLE-DOUBLE-DIGEST-ANANT-PAI-ebook/dp/B0758FRLRZ/ref=zg_bs_1318104031_sccl_13/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81laiVekVvL._AC_UL300_SR300,200_.jpg",13,ANANT PAI,,4.2 out of 5 stars,145,https://www.amazon.in/product-reviews/B0758FRLRZ/ref=zg_bs_1318104031_cr_sccl_13/000-0000000-0000000
"Sapiens A Graphic History, Volume 1: The Birth of Humankind",https://www.amazon.in/Sapiens-Graphic-Novel-Yuval-Harari/dp/1787332810/ref=zg_bs_1318104031_sccl_14/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81iPhRev2AL._AC_UL300_SR300,200_.jpg",14,Yuval Noah Harari,https://www.amazon.in/Yuval-Noah-Harari/e/B00J21BCIW/ref=zg_bs_1318104031_bl_sccl_14/000-0000000-0000000,4.7 out of 5 stars,"2,197",https://www.amazon.in/product-reviews/1787332810/ref=zg_bs_1318104031_cr_sccl_14/000-0000000-0000000
Shivaji,https://www.amazon.in/Shivaji-B-R-BHAGWAT-ebook/dp/B01MZB1PC8/ref=zg_bs_1318104031_sccl_15/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/51LNgr4IbML._AC_UL300_SR300,200_.jpg",15,B R BHAGWAT,,4.6 out of 5 stars,664,https://www.amazon.in/product-reviews/B01MZB1PC8/ref=zg_bs_1318104031_cr_sccl_15/000-0000000-0000000
CHAINSAW MAN VOL 5: Volume 5,https://www.amazon.in/Chainsaw-Man-Vol-5/dp/1974719227/ref=zg_bs_1318104031_sccl_16/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/9119ST+olGL._AC_UL300_SR300,200_.jpg",16,Tatsuki Fujimoto,https://www.amazon.in/Tatsuki-Fujimoto/e/B077MTLX2F/ref=zg_bs_1318104031_bl_sccl_16/000-0000000-0000000,4.9 out of 5 stars,"4,651",https://www.amazon.in/product-reviews/1974719227/ref=zg_bs_1318104031_cr_sccl_16/000-0000000-0000000
Tales of Durga,https://www.amazon.in/Tales-Durga-SUBBA-RAO-ebook/dp/B06Y681DSN/ref=zg_bs_1318104031_sccl_17/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/61f8g3GGeZL._AC_UL300_SR300,200_.jpg",17,SUBBA RAO,,4.6 out of 5 stars,234,https://www.amazon.in/product-reviews/B06Y681DSN/ref=zg_bs_1318104031_cr_sccl_17/000-0000000-0000000
Diary of a Wimpy Kid - Box of Books (Books 1 - 13 + DIY book),https://www.amazon.in/Diary-Wimpy-Kid-Books-book/dp/0241567416/ref=zg_bs_1318104031_sccl_18/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/817dIguWe9L._AC_UL300_SR300,200_.jpg",18,Jeff Kinney,,4.4 out of 5 stars,327,https://www.amazon.in/product-reviews/0241567416/ref=zg_bs_1318104031_cr_sccl_18/000-0000000-0000000
Avengers: Disassembled (Avengers (1998-2004)),https://www.amazon.in/Avengers-Disassembled-1998-2004-Brian-Bendis-ebook/dp/B00AAJQWC6/ref=zg_bs_1318104031_sccl_19/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/91IG-UbFVyL._AC_UL300_SR300,200_.jpg",19,Brian Michael Bendis,,4.6 out of 5 stars,673,https://www.amazon.in/product-reviews/B00AAJQWC6/ref=zg_bs_1318104031_cr_sccl_19/000-0000000-0000000
WHAT IF? (REISSUE),https://www.amazon.in/What-If-Randall-Munroe/dp/1848549563/ref=zg_bs_1318104031_sccl_20/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/71YIjDiZr6L._AC_UL300_SR300,200_.jpg",20,Randall Munroe,https://www.amazon.in/Randall-Munroe/e/B004H66444/ref=zg_bs_1318104031_bl_sccl_20/000-0000000-0000000,4.4 out of 5 stars,"11,104",https://www.amazon.in/product-reviews/1848549563/ref=zg_bs_1318104031_cr_sccl_20/000-0000000-0000000
CHAINSAW MAN VOL 4: Volume 4,https://www.amazon.in/Chainsaw-Man-Vol-4/dp/1974717275/ref=zg_bs_1318104031_sccl_21/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81ww5rFJirL._AC_UL300_SR300,200_.jpg",21,Tatsuki Fujimoto,https://www.amazon.in/Tatsuki-Fujimoto/e/B077MTLX2F/ref=zg_bs_1318104031_bl_sccl_21/000-0000000-0000000,4.9 out of 5 stars,"5,846",https://www.amazon.in/product-reviews/1974717275/ref=zg_bs_1318104031_cr_sccl_21/000-0000000-0000000
Avengers vs. Thanos,https://www.amazon.in/Avengers-vs-Thanos-Steve-Englehart-ebook/dp/B00FRP6VKQ/ref=zg_bs_1318104031_sccl_22/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/91KelEMf8CL._AC_UL300_SR300,200_.jpg",22,Steve Englehart,https://www.amazon.in/Steve-Englehart/e/B000APQUMW/ref=zg_bs_1318104031_bl_sccl_22/000-0000000-0000000,4.5 out of 5 stars,314,https://www.amazon.in/product-reviews/B00FRP6VKQ/ref=zg_bs_1318104031_cr_sccl_22/000-0000000-0000000
Tinkle 775,https://www.amazon.in/Tinkle-775-Multiple-Writers-ebook/dp/B091FYX146/ref=zg_bs_1318104031_sccl_23/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81i2HE0ILsL._AC_UL300_SR300,200_.jpg",23,Multiple Writers,,4.5 out of 5 stars,15,https://www.amazon.in/product-reviews/B091FYX146/ref=zg_bs_1318104031_cr_sccl_23/000-0000000-0000000
Amazing Spider-Man: Worldwide Collection Vol. 1 (Amazing Spider-Man (2015-2018)),https://www.amazon.in/Amazing-Spider-Man-Worldwide-Collection-2015-2018-ebook/dp/B07RHQ2PNP/ref=zg_bs_1318104031_sccl_24/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/91bI+hQUjoL._AC_UL300_SR300,200_.jpg",24,Dan Slott,,4.5 out of 5 stars,101,https://www.amazon.in/product-reviews/B07RHQ2PNP/ref=zg_bs_1318104031_cr_sccl_24/000-0000000-0000000
Peppa Pig - My Best Little Library (12 Board Books Set),https://www.amazon.in/Peppa-Pig-Little-Library-Board/dp/0241519578/ref=zg_bs_1318104031_sccl_25/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/81I9cvg4bIS._AC_UL300_SR300,200_.jpg",25,Peppa Pig,,4.3 out of 5 stars,226,https://www.amazon.in/product-reviews/0241519578/ref=zg_bs_1318104031_cr_sccl_25/000-0000000-0000000
Kubera,https://www.amazon.in/Kubera-NIMMY-CHACKO-ebook/dp/B06Y66HMY5/ref=zg_bs_1318104031_sccl_26/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/61azkmuirhL._AC_UL300_SR300,200_.jpg",26,NIMMY CHACKO,,4.5 out of 5 stars,68,https://www.amazon.in/product-reviews/B06Y66HMY5/ref=zg_bs_1318104031_cr_sccl_26/000-0000000-0000000
Demon Slayer Complete Box Set: Includes volumes 1-23 with premium (Demon Slayer: Kimetsu no Yaiba),https://www.amazon.in/Demon-Slayer-Complete-Box-Set/dp/1974725952/ref=zg_bs_1318104031_sccl_27/000-0000000-0000000?psc=1,Comics & Mangas,"https://images-eu.ssl-images-amazon.com/images/I/71lt7sev1NL._AC_UL300_SR300,200_.jpg",27,Koyoharu Gotouge,https://www.amazon.in/Koyoharu-Gotouge/e/B077MFJVDP/ref=zg_bs_1318104031_bl_sccl_27/000-0000000-0000000,4.8 out of 5 stars,"1,513",https://www.amazon.in/product-reviews/1974725952/ref=zg_bs_1318104031_cr_sccl_27/000-0000000-0000000
